[T8],[T9],,TRUE,FALSE,FALSE,FALSE,Pocket_Swoosh_2,Dmi,None, Sorry i didnt get to you yet. I was getting robbed. 
[T9],[T10],,TRUE,FALSE,FALSE,FALSE,Text_4_vibrate,Cassiopeia,None, WHAT? 
[T10],[T11],,TRUE,FALSE,FALSE,FALSE,,Dmi,None," chill, they didnt take anything. They were two beastmen but they didnt seem to be following their own plan. "
[T11],[T12],,TRUE,FALSE,FALSE,FALSE,,Dmi,None, I didnt care much it's not like it's my gas station. i Think i hurt their feelings. 
[T12],[T13],,TRUE,FALSE,FALSE,FALSE,,Dmi,None, u could say they were all bark and no bite. 
[T13],[T14],,TRUE,FALSE,FALSE,FALSE,Text_4_vibrate,Cassiopeia,None, did u just…ugh. 
[T14],[T15],,TRUE,FALSE,FALSE,FALSE,Text_4_vibrate,Cassiopeia,None, im going to ignore that for my own sanity. 
[T15],[D2D-17],,TRUE,FALSE,FALSE,FALSE,Text_4_vibrate,Cassiopeia,None, like holy stars im so glad nothing happened. I dont even understand why u have to work there so close to doomsday… 
[D2D-17],[D2D-18],,FALSE,FALSE,TRUE,FALSE,,None,None,I could tell where she was getting at. A day before the supernova and I still had no means of getting any tickets for a space jump. 
[D2D-18],[T16],,FALSE,FALSE,FALSE,TRUE,,None,None,I drum my fingers on the desk and think of my next reply. 
[T16],[T17],,TRUE,FALSE,FALSE,FALSE,,Dmi,None," Weird question, but what if we just couldn’t talk anymore? "
[T17],[TDP8-1][TDN8-1],[Just curious…][You ask me dumb questions all the time.],TRUE,FALSE,FALSE,FALSE,Text_4_vibrate,Cassiopeia,None, what type of question is that 🙁 
[TDP8-1],[TDP8-2],,TRUE,FALSE,FALSE,FALSE,,Dmi,None, its not every day people leave their planet in droves for the impending death of the sun. 
[TDP8-2],[TDP8-3],,TRUE,FALSE,FALSE,FALSE,Text_4_vibrate,Cassiopeia,None," Well, I’d miss the hell out of you. "
[TDP8-3],[TDP8-4],,TRUE,FALSE,FALSE,FALSE,,Dmi,None, …Really? 
[TDP8-4],[TDP8-5],,TRUE,FALSE,FALSE,FALSE,Text_4_vibrate,Cassiopeia,None, Duh? What makes you think I check up on you all the time? 
[TDP8-5],[TDP8-6],,TRUE,FALSE,FALSE,FALSE,,Dmi,None, …I don’t know. 
[TDP8-6],[TDP8-7],,TRUE,FALSE,FALSE,FALSE,,Dmi,None, I kind of feel like I’ve been dragging you down… with me being sad all the time. 
[TDP8-7],[TDP8-8],,TRUE,FALSE,FALSE,FALSE,Text_4_vibrate,Cassiopeia,None, what? We all get sad. We’re together till the end. Nothing will ever change that. 
[TDP8-8],[TDP8-9],,TRUE,FALSE,FALSE,FALSE,,Dmi,None, Thank you. For always caring. 
[TDP8-9],[TDP8-10a],,TRUE,FALSE,FALSE,FALSE,Text_4_vibrate,Cassiopeia,None," Of course. I have to go 🙁 I’m getting called away, but I always have your back! "
[TDP8-10a],[TDP8-10],,FALSE,FALSE,FALSE,TRUE,Door_Chime-Door_Open,None,None,Door opens and chimes. Dmi doesn’t notice so no K’Kili yet. 
[TDP8-10],[TDP8-11],,FALSE,FALSE,TRUE,FALSE,,None,None,I find myself smiling at my phone. I could’ve reread this line a couple hundred times. 
[TDP8-11],[DD2-7],,FALSE,FALSE,FALSE,FALSE,KKILI1,K’Kili the Destroyer,Kkili, That must be someone special you’re talking to. 
[TDN8-1],[TDN8-2],,TRUE,FALSE,FALSE,FALSE,Text_4_vibrate,Cassiopeia,None,... 
[TDN8-2],[TDN8-3],,TRUE,FALSE,FALSE,FALSE,Text_4_vibrate,Cassiopeia,None, Wow that was harsh… 
[TDN8-3],[TDN8-4],,FALSE,FALSE,TRUE,FALSE,,None,None,"I panic. Crap, would it be bad to backtrack? "
[TDN8-4],[TDN8-5],,TRUE,FALSE,FALSE,FALSE,,Dmi,None," Sorry, that came out harsh. "
[TDN8-5],[TDN8-6],,TRUE,FALSE,FALSE,FALSE,,Dmi,None, i don’t think ur questions are stupid. 
[TDN8-6],[TDN8-7],,TRUE,FALSE,FALSE,FALSE,Text_4_vibrate,Cassiopeia,None,:/ you’re a jerk sometimes. u know that? 
[TDN8-7],[TDN8-8],,TRUE,FALSE,FALSE,FALSE,,Dmi,None, Yeah…I can see that right now. I’m really sorry. 
[TDN8-8],[TDN8-9],,TRUE,FALSE,FALSE,FALSE,Text_4_vibrate,Cassiopeia,None, Well to answer your question. Even though you’re a grade A jerk sometimes. 
[TDN8-9],[TDN8-10],,TRUE,FALSE,FALSE,FALSE,Text_4_vibrate,Cassiopeia,None, I’d still miss seeing you. 
[TDN8-10],[TDN8-11],,TRUE,FALSE,FALSE,FALSE,Text_4_vibrate,Cassiopeia,None, I just wish you were a bit more honest with me. 
[TDN8-11],[TDN8-12],,TRUE,FALSE,FALSE,FALSE,,Dmi,None, What do you mean honest? 
[TDN8-12],[TDN8-13],,TRUE,FALSE,FALSE,FALSE,Text_4_vibrate,Cassiopeia,None, I know thats not the real reason why you’re asking me that. 
[TDN8-13],[TDN8-14],,TRUE,FALSE,FALSE,FALSE,Text_4_vibrate,Cassiopeia,None, I gotta go. I’ll talk to you later. Just stop acting so weird with me. 
[TDN8-14],[TDN8-15],,FALSE,FALSE,FALSE,TRUE,,None,None,I groan to myself. 
[TDN8-15],[TDN8-15],,FALSE,FALSE,FALSE,TRUE,Door_Chime-Door_Open,None,None,Door opens and chimes. No K’Kili on screen. Dmi is hating themselves too much to notice. 
[TDN8-15],[TDN8-16],,FALSE,FALSE,FALSE,FALSE,,Dmi,None, Why did I say that? Out of every reason I could have given her? 
[TDN8-16],[TDN8-17],,FALSE,FALSE,FALSE,FALSE,,Dmi,None, Stupid! Stupid! Stupid! 
[TDN8-17],[DD2-7],,FALSE,FALSE,FALSE,FALSE,KKILI1,K’Kili the Destroyer,Kkili, It couldn’t be that stupid to be doing all that. 
